"","Fraction1_Ctrl_Rep1","Fraction1_RNase_Rep1","Fraction1_Ctrl_Rep2","Fraction1_RNase_Rep2","Fraction1_Ctrl_Rep3","Fraction1_RNase_Rep3","Fraction2_Ctrl_Rep1","Fraction2_RNase_Rep1","Fraction2_Ctrl_Rep2","Fraction2_RNase_Rep2","Fraction2_Ctrl_Rep3","Fraction2_RNase_Rep3","Fraction3_Ctrl_Rep1","Fraction3_RNase_Rep1","Fraction3_Ctrl_Rep2","Fraction3_RNase_Rep2","Fraction3_Ctrl_Rep3","Fraction3_RNase_Rep3","Fraction4_Ctrl_Rep1","Fraction4_RNase_Rep1","Fraction4_Ctrl_Rep2","Fraction4_RNase_Rep2","Fraction4_Ctrl_Rep3","Fraction4_RNase_Rep3","Fraction5_Ctrl_Rep1","Fraction5_RNase_Rep1","Fraction5_Ctrl_Rep2","Fraction5_RNase_Rep2","Fraction5_Ctrl_Rep3","Fraction5_RNase_Rep3","Fraction6_Ctrl_Rep1","Fraction6_RNase_Rep1","Fraction6_Ctrl_Rep2","Fraction6_RNase_Rep2","Fraction6_Ctrl_Rep3","Fraction6_RNase_Rep3","Fraction7_Ctrl_Rep1","Fraction7_RNase_Rep1","Fraction7_Ctrl_Rep2","Fraction7_RNase_Rep2","Fraction7_Ctrl_Rep3","Fraction7_RNase_Rep3","Fraction8_Ctrl_Rep1","Fraction8_RNase_Rep1","Fraction8_Ctrl_Rep2","Fraction8_RNase_Rep2","Fraction8_Ctrl_Rep3","Fraction8_RNase_Rep3","Fraction9_Ctrl_Rep1","Fraction9_RNase_Rep1","Fraction9_Ctrl_Rep2","Fraction9_RNase_Rep2","Fraction9_Ctrl_Rep3","Fraction9_RNase_Rep3","Fraction10_Ctrl_Rep1","Fraction10_RNase_Rep1","Fraction10_Ctrl_Rep2","Fraction10_RNase_Rep2","Fraction10_Ctrl_Rep3","Fraction10_RNase_Rep3","Fraction11_Ctrl_Rep1","Fraction11_RNase_Rep1","Fraction11_Ctrl_Rep2","Fraction11_RNase_Rep2","Fraction11_Ctrl_Rep3","Fraction11_RNase_Rep3","Fraction12_Ctrl_Rep1","Fraction12_RNase_Rep1","Fraction12_Ctrl_Rep2","Fraction12_RNase_Rep2","Fraction12_Ctrl_Rep3","Fraction12_RNase_Rep3","Fraction13_Ctrl_Rep1","Fraction13_RNase_Rep1","Fraction13_Ctrl_Rep2","Fraction13_RNase_Rep2","Fraction13_Ctrl_Rep3","Fraction13_RNase_Rep3","Fraction14_Ctrl_Rep1","Fraction14_RNase_Rep1","Fraction14_Ctrl_Rep2","Fraction14_RNase_Rep2","Fraction14_Ctrl_Rep3","Fraction14_RNase_Rep3","Fraction15_Ctrl_Rep1","Fraction15_RNase_Rep1","Fraction15_Ctrl_Rep2","Fraction15_RNase_Rep2","Fraction15_Ctrl_Rep3","Fraction15_RNase_Rep3","Fraction16_Ctrl_Rep1","Fraction16_RNase_Rep1","Fraction16_Ctrl_Rep2","Fraction16_RNase_Rep2","Fraction16_Ctrl_Rep3","Fraction16_RNase_Rep3","Fraction17_Ctrl_Rep1","Fraction17_RNase_Rep1","Fraction17_Ctrl_Rep2","Fraction17_RNase_Rep2","Fraction17_Ctrl_Rep3","Fraction17_RNase_Rep3","Fraction18_Ctrl_Rep1","Fraction18_RNase_Rep1","Fraction18_Ctrl_Rep2","Fraction18_RNase_Rep2","Fraction18_Ctrl_Rep3","Fraction18_RNase_Rep3","Fraction19_Ctrl_Rep1","Fraction19_RNase_Rep1","Fraction19_Ctrl_Rep2","Fraction19_RNase_Rep2","Fraction19_Ctrl_Rep3","Fraction19_RNase_Rep3","Fraction20_Ctrl_Rep1","Fraction20_RNase_Rep1","Fraction20_Ctrl_Rep2","Fraction20_RNase_Rep2","Fraction20_Ctrl_Rep3","Fraction20_RNase_Rep3","Fraction21_Ctrl_Rep1","Fraction21_RNase_Rep1","Fraction21_Ctrl_Rep2","Fraction21_RNase_Rep2","Fraction21_Ctrl_Rep3","Fraction21_RNase_Rep3","Fraction22_Ctrl_Rep1","Fraction22_RNase_Rep1","Fraction22_Ctrl_Rep2","Fraction22_RNase_Rep2","Fraction22_Ctrl_Rep3","Fraction22_RNase_Rep3","Fraction23_Ctrl_Rep1","Fraction23_RNase_Rep1","Fraction23_Ctrl_Rep2","Fraction23_RNase_Rep2","Fraction23_Ctrl_Rep3","Fraction23_RNase_Rep3","Fraction24_Ctrl_Rep1","Fraction24_RNase_Rep1","Fraction24_Ctrl_Rep2","Fraction24_RNase_Rep2","Fraction24_Ctrl_Rep3","Fraction24_RNase_Rep3","Fraction25_Ctrl_Rep1","Fraction25_RNase_Rep1","Fraction25_Ctrl_Rep2","Fraction25_RNase_Rep2","Fraction25_Ctrl_Rep3","Fraction25_RNase_Rep3"
"NUDC_HUMAN",0,0,0,0,0,0,1659.3,0,1021.9,359.48,794.8,1512,90771,49659,61320,25934,34750,19790,135080,30121,150150,7115.7,76632,183980,90336,95351,58493,29319,30052,44340,97203,89704,5584.9,19882,34359,55831,35891,35213,19181,15030,17700,17993,32894,34695,15770,10310,17859,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCS1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17236,12903,5153.1,4932.4,7534.8,2725.5,9555.2,9138.7,3180.4,2206.5,4759.3,2394.7,15720,14063,5522.8,4138.3,4765.6,2201.8,4137.9,5089,3263.3,2286.1,2274.4,2090.6,3205.1,2860.4,2164.8,1229.1,1684.3,1312.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VDAC3_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50080,19376,9891.2,6680,19331,7106.3,96105,44808,14221,8922.8,29067,3534.7,61638,78859,22162,15820,32641,9904.4,7692.3,1933.3,602.2,673.22,888.1,421.14,29193,36923,16951,21248,19879,11763,20901,12081,8215.9,3080.5,5950.6,4216.4,40849,18855,18844,11348,13710,8186.3,24403,12047,15269,4645.6,9975.8,2568.1,18617,8309.8,11016,3779.4,5868.9,2897.1,18663,12856,13217,2235.3,11509,4404.3,8894.8,3996.3,7771.3,547.55,5733.7,1358.1,2240.7,713.32,2667.3,88.204,805.68,0,13210,2645.7,17038,419.34,3268.1,1312.6,2789.8,1859.8,5932,154.16,842.93,473.5,2313.4,1474.6,3840,479.75,1541.5,349.01,6770.4,3526.7,15612,3271.2,1903.5,462.23
"COF2_HUMAN",16550,2279.3,5102.1,8052.5,6395.3,4646.9,16934,0,13983,2189.3,5267.8,9383.7,24449,24042,18176,10557,12160,5418.8,14040,4048.3,13599,911.95,8135.8,20964,15967,16770,12975,6232,8327.2,10840,12608,16682,1331.8,5136.1,8955.4,9729.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DRG1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,4997.4,4535.8,4897.8,2456,4022,2177.7,26689,5695.4,51860,999.55,24716,59397,37142,50301,39930,17614,16414,27007,16077,20465,2187.8,8515.6,10208,11620,6060.1,5964.8,3099.1,3658.4,3382.3,3200.2,0,0,0,0,0,0,0,0,0,0,0,0,7225.7,6693.3,2261.9,3947,4281.1,4837.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,770.13,1342,445.47,1221.4,293.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4629.9,301.36,5067.8,118.21,1508.4,0,6153.9,98.576,5291.7,24.828,1463.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCKP1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326740,289680,189340,67794,82484,125330,201100,167240,84638,56128,108640,62788,91890,74081,34393,22924,41696,15646,27964,31282,10197,6530.7,12897,7338.5,10358,5902.4,2557.7,1885.1,2161.5,653.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,1035.7,1309.6,1020.4,573.36,1462.4,597.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJC16_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465.2,1407.9,1471.3,701.25,1364.1,305.87,0,0,0,0,0,0,5710.6,2685.1,5393.3,722.84,3320.9,1384.3,0,0,0,0,0,0,2439.5,215.41,3048.4,0,1020.6,0,3994.7,329.68,3620.1,0,821.05,176.94,11392,439.15,10035,267.76,3059.5,381.53,7989.3,1107.4,5810.1,468.18,4009.4,516.95,2889.3,756.91,3382.8,919.08,1353.5,0
"FND3A_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3895.3,3529.8,1241.6,1268.6,1933.1,1031.3,7098.6,8805.1,3048.4,2278.8,4710.2,2318.3,9166.4,7017.2,2179.8,2963.6,2620.8,1332.3,2884.9,5730.9,2926.5,4541,3152.6,2375.2,5225.5,5529.7,2795.6,2054.3,3677.7,2601.8,6518.8,6230.6,3657.1,3821.3,5835.8,2484,2409.1,1403,2010.2,935.87,1805.7,184.49,1481.3,1115.2,780.43,689.84,786.93,542.03,0,0,0,0,0,0,0,0,0,0,0,0,8324.2,176.67,8729.9,0,2008,241.79,0,0,0,0,0,0,17088,128,13935,0,3216.9,190.27,0,0,0,0,0,0,0,0,0,0,0,0
"RCL1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089.3,126.79,4472.6,0,1277.4,146.15,18201,0,7422.4,0,6299.1,0,0,0,0,0,0,0,5553,690.82,4588.9,407.24,2930.9,260.62,6643.8,2301.7,6991.7,3774.2,3408.5,538.68
"GSTK1_HUMAN",10845,1411.9,2099.6,4571.7,4290.7,3078,114840,152.77,67645,10043,28349,70464,79291,92783,61335,39060,30352,14880,184230,76984,221540,10943,57710,211380,293160,238510,142910,65492,42885,79510,61567,81402,5204.3,16312,16395,27785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7670.2,5485.8,1883.1,1506.8,2066.3,885.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628.8,2013.4,1358.8,537.24,909.87,460.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTOR2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956.8,2691,7701.1,858.01,3325.9,10899,0,0,0,0,0,0,0,0,0,0,0,0,11846,15028,6426.7,6493.9,7321.1,8344.9,0,0,0,0,0,0,0,0,0,0,0,0,24702,20486,10180,6174,13386,8925.9,7715,6191.6,2868.2,3062.2,3936.6,2005.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.2,1184.6,612.46,471.91,734.79,352.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDX52_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406.4,1031.9,2343.9,444.67,1609.2,339.48,2833.4,1802.1,2517.9,498.62,1435,576.13,0,0,0,0,0,0,2315.5,414.53,1645.8,89.361,1097.1,177.4,4925.5,500.2,7035.6,0,1742.9,123.91,15662,36.013,11574,106.32,2311.7,205.65,29654,237.9,21062,0,5048.6,155.53,14818,1032.4,9291.2,250.57,6353.7,246.75,9831.1,2501.2,11574,2768.4,4265.3,269.57
"PDIP2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,29398,27439,24475,13711,18563,7343.4,47490,13446,106790,3074.3,53361,86056,60667,59812,37761,24009,25257,36833,7392.4,9080.7,1151,2860,4021.1,4530.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28033,23750,23514,18368,14675,13281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP3M1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11655,11028,9486.4,4751.6,10632,8080.7,72462,66934,46337,19537,22912,25352,74409,55329,28160,14448,33411,17931,91836,71876,29809,23817,33705,15554,2151,3045.3,485.62,502.64,866.34,453.53,16418,9565.4,3100,3945.6,2953.2,1400.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG6_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22768,14519,9518.2,9112.4,11696,5323.9,0,0,0,0,0,0,11567,7693.6,2959,2548.5,4004.5,1444.5,20786,10469,5061.7,3726.1,3938.1,2215.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBP11_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4644.2,7839.8,3235.4,4270.2,3571.3,6828.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256.2,1370.2,2510.1,894.6,3177.5,460.95,0,0,0,0,0,0,3901.6,1022,3632.9,1047.6,2010.5,423.62,0,0,0,0,0,0,1329.4,276.61,1146.8,223.94,723.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MED16_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.7,3383.5,1319.7,2086.4,2323.2,1281.2,8425.7,7803.1,7007.3,2475.4,5393.9,3482.4,1497.1,803.46,1108.4,884.86,837.14,526.03,1504.1,704.95,1384.4,259.31,675.41,242.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOP58_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001.8,4370.3,975.06,1492.4,1723.1,1019.2,2800.4,4174.7,1260.2,1445.4,1136.7,1594.2,3110.6,3109.1,707.49,980.14,751.8,639.63,757.59,1672.2,414.99,578.59,660.61,590.94,1632.7,1615.8,1063,598.08,664.77,830.98,0,0,0,0,0,0,0,0,0,0,0,0,1713.9,373.21,1911.4,71.735,826.25,143.37,1933.6,347.11,1634.3,142.33,1084.5,126.33,0,0,0,0,0,0,2044,0,2338.7,0.17786,958.39,0,13883,35.361,11440,0,2562.2,77.509,13077,360.17,8894.9,0,3846.4,67.866,2453,86.07,1159.9,55.47,2395.1,0,9754.6,2038.6,7814.5,3354.9,4885.1,409.78
"ZN281_HUMAN",0,0,0,0,0,0,17606,0,12053,2982.2,11113,22271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904.4,1508.7,2532.5,962.69,1351.3,391.08,0,0,0,0,0,0,0,0,0,0,0,0,5164.3,809.63,5776.3,218.51,1708.5,156.65,8168.7,14.018,7626.2,0,1473.4,82.433,0,0,0,0,0,0,7990,932.82,5410,617.03,2584.6,98.477,5815.7,1396.6,5121.6,1998.2,1493.1,69.656
"SGT1_HUMAN",0,0,0,0,0,0,64165,217.82,39318,5605.2,17831,37422,63913,68224,55390,28576,34386,15190,46141,11962,47120,3182.5,23722,56174,17098,17794,15281,5115.9,6844.7,8756.9,11593,15653,1684.8,3481.5,4247.8,7780.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYYM_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18094,4752,33810,1550,20909,39890,149580,134410,97833,61513,72487,101330,207280,150480,21330,50221,66993,126550,81178,84174,44863,24370,24919,36958,65120,53866,32920,16863,31436,40359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACOT9_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19266,17689,2031.8,12182,8113.7,33588,50955,106170,36610,68569,27279,62025,66074,116840,37202,40388,32885,58165,34939,44320,15170,12795,11930,15857,18331,10102,6404.8,4627.1,8452.2,5124.6,11325,8494.2,4567.4,3932.3,4769.2,2759,10945,7307,5504.6,2839,6214.1,1507.4,3359.4,1530.2,655.42,348.11,624.27,292.83,0,0,0,0,0,0,6198.2,5030,3868.3,1639.4,2634.7,2096.4,4008.1,2492.4,3391.6,1541.9,2922.9,778.91,0,0,0,0,0,0,8581.4,1016.3,7330.8,538.04,3614.2,352.63,6237.7,1235.3,6403.1,367.71,4882.6,359.6,7676.8,1659.5,6316.8,352.93,5373,357.16,65476,2512.1,90655,121.9,27200,349.37,145180,374.41,108700,72.518,23709,1138.5,101980,714.09,74255,2.5232,27399,935.48,34023,1685.8,25553,687.78,20825,306.32,56894,3833.8,55329,9715.2,30946,508.9
"NOSIP_HUMAN",0,0,0,0,0,0,4747.1,55.785,3827.7,1107.6,3577.6,7058.2,27800,52650,24984,20424,21206,9989.6,24329,5134.7,29950,1560.6,15328,38176,20297,17924,20107,6831,7815.9,9009.4,12599,7269.7,2464.8,1894.9,4400.2,3385.9,4240.8,2601.7,2472.5,1121.6,1639.8,1604.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEOC_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7144.5,4685.3,2086.1,2324.7,2503.8,1395.8,0,0,0,0,0,0,0,0,0,0,0,0,1251.3,2300.2,1322.2,985.64,987.72,383.55,4725.7,2865,3063.7,1358.5,1625.1,910.45,22926,12957,17102,8392.6,11560,5376.4,21118,8900.3,19038,3051.8,9650.7,1492.7,26881,9664.8,27290,5857.3,10257,4014.3,3549.5,1896.5,3906.6,789.57,2402.4,555.99,1119.4,68.071,699.22,180.88,446.49,0,1418.8,50.458,1049.5,78.598,419.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEMO1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,23808,22610,18875,8950.1,11155,5484.7,43042,7947.3,55434,1419.9,31935,53185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMX2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.1,4725.7,3065.8,738.53,2785.4,1780.2,9476.5,6710.4,3022.8,3817.6,3443.6,1553.5,24776,21978,9433.6,7838,10911,4461.8,5393.3,2941.4,1319.4,1062,1036.3,537.07,2296.9,3909.1,2603.9,2169.8,2042.9,840.31,16862,10474,8203.5,4917,5590.6,3816.8,15302,9828.8,10124,5923.1,7138.8,2799.5,8497.7,3403.1,6601.4,1809.7,4117.6,766.34,3805.9,2310,2831.8,1104,1833.6,624.2,7879.1,3541.2,7165.8,1095.5,4905.6,1120.7,7027.5,1201,3575.7,145.88,2570.8,349.41,0,0,0,0,0,0,3950.4,318.69,3160.7,352.32,790.57,174.18,4095.6,515.27,2522.6,198.47,988.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSM2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26990,38528,14152,7360.2,8028.4,17108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13203,3571.9,3141,1117.7,2797.7,524.9,0,0,0,0,0,0,1805.9,1426.9,1265.2,371.28,1106.5,573.38,0,0,0,0,0,0,1542.6,649.61,1166.9,421.32,796.6,127.39,0,0,0,0,0,0,1102.4,376.67,1000.4,105.57,741.34,157.76,1121.9,163.63,708.46,0,454.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
